model,reference_type,model_seed,eval_seed,report_id,icare_score
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,204,90.9090909090909
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,205,76.92307692307693
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,206,50.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,207,62.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,208,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,209,85.71428571428571
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,210,81.81818181818183
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,211,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,212,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,213,63.1578947368421
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,214,50.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,215,20.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,216,71.42857142857143
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,217,82.35294117647058
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,218,76.92307692307693
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,219,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,220,87.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,221,64.70588235294117
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,222,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,223,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,224,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,225,23.07692307692308
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,226,90.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,227,38.095238095238095
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,228,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,229,25.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,230,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,231,72.22222222222221
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,232,83.33333333333334
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,233,33.33333333333333
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,234,87.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,235,76.92307692307693
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,236,90.9090909090909
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,237,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,238,77.77777777777779
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,239,60.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,240,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,241,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,242,90.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,243,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,244,37.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,245,90.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,246,78.57142857142857
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,247,90.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,248,80.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,249,93.33333333333331
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,250,80.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,251,72.72727272727273
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,252,75.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,253,62.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,254,42.85714285714285
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,255,70.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,256,81.81818181818183
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,257,75.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,258,75.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,259,88.88888888888889
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,260,42.85714285714285
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,261,83.33333333333334
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,262,94.11764705882352
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,263,87.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,264,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,265,72.72727272727273
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,266,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,267,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,268,87.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,269,87.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,270,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,271,41.66666666666667
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,272,45.45454545454545
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,273,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,274,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,275,88.88888888888889
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,276,81.81818181818183
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,277,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,278,87.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,279,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,280,64.28571428571429
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,281,75.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,282,86.66666666666667
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,283,92.3076923076923
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,284,90.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,285,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,286,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,287,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,288,83.33333333333334
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,289,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,290,53.333333333333336
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,291,90.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,292,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,293,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,294,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,295,41.66666666666667
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,296,80.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,297,64.70588235294117
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,298,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,299,60.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,300,83.33333333333334
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,301,50.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,302,94.73684210526316
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,303,58.333333333333336
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,304,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,305,66.66666666666666
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,306,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,307,85.71428571428571
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,308,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,309,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,310,73.68421052631578
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,311,85.71428571428571
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,312,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,313,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,314,85.71428571428571
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,315,87.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,316,63.63636363636363
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,317,77.77777777777779
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,318,82.35294117647058
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,319,41.66666666666667
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,320,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,321,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,322,5.555555555555555
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,323,83.33333333333334
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,324,64.70588235294117
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,325,80.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,326,93.75
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,327,84.61538461538461
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,328,87.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,329,85.71428571428571
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,330,4.3478260869565215
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,331,60.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,332,78.57142857142857
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,333,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,334,80.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,335,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,336,53.84615384615385
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,337,78.57142857142857
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,338,75.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,339,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,340,14.285714285714285
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,341,69.23076923076923
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,342,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,343,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,344,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,345,81.81818181818183
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,346,90.9090909090909
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,347,37.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,348,80.95238095238095
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,349,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,350,83.33333333333334
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,351,46.15384615384615
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,352,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,353,83.33333333333334
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,354,80.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,355,33.33333333333333
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,356,87.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,357,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,358,80.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,359,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,360,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,361,64.28571428571429
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,362,58.333333333333336
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,363,81.81818181818183
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,364,50.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,365,56.25
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,366,75.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,367,72.72727272727273
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,368,29.411764705882355
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,369,87.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,370,53.84615384615385
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,371,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,372,92.85714285714286
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,373,88.88888888888889
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,374,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,375,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,376,25.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,377,62.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,378,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,379,66.66666666666666
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,380,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,381,66.66666666666666
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,382,66.66666666666666
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,383,66.66666666666666
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,384,60.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,385,78.57142857142857
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,386,70.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,387,90.9090909090909
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,388,72.72727272727273
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,389,66.66666666666666
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,390,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,391,75.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,392,75.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,393,22.22222222222222
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,394,58.333333333333336
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,395,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,396,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,397,87.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,398,40.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,399,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,400,80.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,401,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,402,77.77777777777779
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,403,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,404,91.66666666666666
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,405,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,406,0.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,407,73.33333333333333
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,408,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,409,71.42857142857143
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,410,87.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,411,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,412,60.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,413,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,414,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,415,78.57142857142857
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,416,43.75
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,417,94.44444444444444
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,418,77.77777777777779
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,419,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,420,81.81818181818183
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,421,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,422,75.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,423,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,424,85.71428571428571
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,425,78.57142857142857
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,426,40.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,427,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,428,86.66666666666667
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,429,50.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,430,45.45454545454545
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,431,60.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,432,26.666666666666668
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,433,92.85714285714286
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,434,90.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,435,58.82352941176471
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,436,83.33333333333334
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,437,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,438,78.57142857142857
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,439,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,440,85.71428571428571
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,441,46.15384615384615
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,442,83.33333333333334
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,443,69.23076923076923
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,444,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,445,44.44444444444444
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,446,58.333333333333336
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,447,50.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,448,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,449,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,450,90.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,451,33.33333333333333
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,452,90.9090909090909
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,453,25.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,454,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,455,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,456,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,457,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,458,66.66666666666666
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,459,57.14285714285714
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,460,83.33333333333334
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,461,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,462,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,463,72.72727272727273
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,464,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,465,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,466,22.22222222222222
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,467,71.42857142857143
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,468,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,469,62.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,470,60.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,471,31.25
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,472,60.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,473,37.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,474,62.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,475,75.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,476,50.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,477,75.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,478,64.28571428571429
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,479,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,480,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,481,57.14285714285714
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,482,16.666666666666664
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,483,83.33333333333334
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,484,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,485,50.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,486,66.66666666666666
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,487,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,488,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,489,70.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,490,78.57142857142857
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,491,83.33333333333334
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,492,42.85714285714285
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,493,87.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,494,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,495,41.66666666666667
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,496,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,497,35.294117647058826
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,498,68.42105263157895
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,499,35.294117647058826
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,500,93.75
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,501,44.44444444444444
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,502,65.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,503,84.61538461538461
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,504,50.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,505,60.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,506,90.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,507,50.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,508,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,509,76.92307692307693
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,510,80.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,511,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,512,57.14285714285714
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,513,75.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,514,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,515,47.61904761904761
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,516,71.42857142857143
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,517,90.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,518,54.54545454545454
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,519,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,520,42.85714285714285
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,521,73.68421052631578
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,522,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,523,100.0
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,524,66.66666666666666
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,525,87.5
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,526,28.57142857142857
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,527,71.42857142857143
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,528,93.33333333333331
chexpert-mimic-cxr-findings-baseline,gen_reports_as_ref,1,123,529,100.0
